Drug name	STITCH ID	Phase	Drug status	Smiles	Level 1 ATC Codes
norepinephrine	CIDs00439260	Phase 4	approved	NC[C@H](O)c1ccc(O)c(O)c1	C - CARDIOVASCULAR SYSTEM
5-hydroxytryptophan	CIDs00439280	Phase 4	approved	N[C@@H](Cc1c[nH]c2ccc(O)cc12)C(=O)O	N - NERVOUS SYSTEM
sn-glycero-3-phosphocholine	CIDs00439285	Phase 3	unapproved	C[N+](C)(C)CCOP(=O)([O-])OC[C@H](O)CO	N - NERVOUS SYSTEM
ocytocin	CIDs00439302	Phase 4	approved	CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](N)CSSC[C@@H](C(=O)N2CCC[C@H]2C(=O)N[C@@H](CC(C)C)C(=O)NCC(N)=O)NC(=O)[C@H](CC(N)=O)NC(=O)[C@H](CCC(N)=O)NC1=O	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
D-galactopyranoside	CIDs00439357	Phase 3	unapproved	OC[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@H]1O	V - VARIOUS
theanine	CIDs00439378	Phase 3	unapproved	CCNC(=O)CC[C@H](N)C(=O)O	
ouabain	CIDs00439501	Phase 4	approved	C[C@@H]1O[C@@H](O[C@H]2C[C@@H](O)[C@]3(CO)[C@H]4[C@H](O)C[C@]5(C)[C@@H](C6=CC(=O)OC6)CC[C@]5(O)[C@@H]4CC[C@]3(O)C2)[C@H](O)[C@H](O)[C@H]1O	
d-tartrate	CIDs00439655	Phase 4	approved	O=C(O)[C@@H](O)[C@H](O)C(=O)O	
fructose	CIDs00439709	Phase 4	approved	OC[C@H]1O[C@](O)(CO)[C@@H](O)[C@@H]1O	V - VARIOUS
alpha-L-arabinose	CIDs00439731	Phase 1	unapproved	O[C@H]1CO[C@@H](O)[C@H](O)[C@H]1O	
acetyl-L-carnitine	CIDs00439756	Phase 4	approved	CC(=O)O[C@H](CC(=O)[O-])C[N+](C)(C)C	N - NERVOUS SYSTEM
taurolithocholate	CIDs00439763	Phase 3	unapproved	C[C@H](CCC(=O)NCCS(=O)(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C	
nicotinamide ribose	CIDs00439924	Phase 3	unapproved	NC(=O)c1ccc[n+]([C@@H]2O[C@H](CO)[C@@H](O)[C@H]2O)c1	
11-deoxycortisol	CIDs00440707	Phase 2	unapproved	C[C@]12CC[C@H]3[C@@H](CCC4=CC(=O)CC[C@@]43C)[C@@H]1CC[C@]2(O)C(=O)CO	
d-limonene	CIDs00440917	Phase 1	unapproved	C=C(C)[C@H]1CC=C(C)CC1	
arbutin	CIDs00440936	Phase 2	unapproved	OC[C@H]1O[C@@H](Oc2ccc(O)cc2)[C@H](O)[C@@H](O)[C@@H]1O	
quinidine sulfate	CIDs00441074	Phase 4	approved	C=C[C@H]1CN2CC[C@H]1C[C@@H]2[C@@H](O)c1ccnc2ccc(OC)cc12	C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM | C - CARDIOVASCULAR SYSTEM
carbapenem	CIDs00441133	Phase 2	unapproved	O=C(O)C1=CC[C@@H]2CC(=O)N12	
griseofulvin	CIDs00441140	Phase 4	approved	COC1=CC(=O)C[C@@H](C)[C@]12Oc1c(Cl)c(OC)cc(OC)c1C2=O	D - DERMATOLOGICALS | D - DERMATOLOGICALS
cefoxitin	CIDs00441199	Phase 4	approved	CO[C@@]1(NC(=O)Cc2cccs2)C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@@H]21	J - ANTIINFECTIVES FOR SYSTEMIC USE
digitoxin	CIDs00441207	Phase 4	approved	C[C@H]1O[C@@H](O[C@H]2[C@@H](O)C[C@H](O[C@H]3[C@@H](O)C[C@H](O[C@H]4CC[C@]5(C)[C@H]6CC[C@]7(C)[C@@H](C8=CC(=O)OC8)CC[C@]7(O)[C@@H]6CC[C@@H]5C4)O[C@@H]3C)O[C@@H]2C)C[C@H](O)[C@@H]1O	C - CARDIOVASCULAR SYSTEM
rocuronium	CIDs00441290	Phase 4	approved	C=CC[N+]1([C@H]2C[C@H]3[C@@H]4CC[C@H]5C[C@H](O)[C@@H](N6CCOCC6)C[C@]5(C)[C@H]4CC[C@]3(C)[C@H]2OC(C)=O)CCCC1	
abacavir	CIDs00441300	Phase 4	approved	Nc1nc(NC2CC2)c2ncn([C@H]3C=C[C@@H](CO)C3)c2n1	J - ANTIINFECTIVES FOR SYSTEMIC USE
miglitol	CIDs00441314	Phase 4	approved	OCCN1C[C@H](O)[C@@H](O)[C@H](O)[C@H]1CO	A - ALIMENTARY TRACT AND METABOLISM
mometasone furoate	CIDs00441336	Phase 4	approved	C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl	D - DERMATOLOGICALS | D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
alpha-methyl-p-tyrosine	CIDs00441350	Phase 4	approved	C[C@](N)(Cc1ccc(O)cc1)C(=O)O	C - CARDIOVASCULAR SYSTEM
terconazole	CIDs00441383	Phase 4	approved	CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1	G - GENITO URINARY SYSTEM AND SEX HORMONES
linezolid	CIDs00441401	Phase 4	approved	CC(=O)NC[C@H]1CN(c2ccc(N3CCOCC3)c(F)c2)C(=O)O1	J - ANTIINFECTIVES FOR SYSTEMIC USE
ribose	CIDs00441481	Phase 2	unapproved	O[C@@H]1CO[C@@H](O)[C@H](O)[C@@H]1O	
ingenol	CIDs00442042	Phase 3	unapproved	CC1=C[C@]23C(=O)[C@@H](C=C(CO)[C@@H](O)[C@]2(O)[C@H]1O)[C@H]1[C@@H](C[C@H]3C)C1(C)C	
ibogaine	CIDs00442108	Phase 2	unapproved	CC[C@H]1C[C@H]2C[C@H]3c4[nH]c5ccc(OC)cc5c4CCN(C2)[C@@H]13	
clindamycin phosphate	CIDs00443385	Phase 4	approved	CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](OP(=O)(O)O)[C@@H](O)[C@H]2O)N(C)C1	D - DERMATOLOGICALS
eplerenone	CIDs00443872	Phase 4	approved	COC(=O)[C@@H]1CC2=CC(=O)CC[C@]2(C)[C@@]23O[C@@H]2C[C@@]2(C)[C@@H](CC[C@@]24CCC(=O)O4)[C@H]13	C - CARDIOVASCULAR SYSTEM
tolterodine	CIDs00443878	Phase 4	approved	Cc1ccc(O)c([C@H](CCN(C(C)C)C(C)C)c2ccccc2)c1	G - GENITO URINARY SYSTEM AND SEX HORMONES
ergonovine	CIDs00443884	Phase 4	approved	C[C@@H](CO)NC(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	G - GENITO URINARY SYSTEM AND SEX HORMONES
difluprednate	CIDs00443936	Phase 4	approved	CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	D - DERMATOLOGICALS
halcinonide	CIDs00443943	Phase 4	approved	CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)CC[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CCl)O1	D - DERMATOLOGICALS
vinpocetine	CIDs00443955	Phase 4	approved	CCOC(=O)C1=C[C@]2(CC)CCCN3CCc4c(n1c1ccccc41)[C@@H]32	N - NERVOUS SYSTEM
amcinonide	CIDs00443958	Phase 4	approved	CC(=O)OCC(=O)[C@@]12OC3(CCCC3)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]12C	D - DERMATOLOGICALS
flumethasone pivalate	CIDs00443980	Phase 4	approved	C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C	D - DERMATOLOGICALS | D - DERMATOLOGICALS
tibolone	CIDs00444008	Phase 4	approved	C#C[C@]1(O)CC[C@H]2[C@H]3[C@H](CC[C@@]21C)C1=C(CC(=O)CC1)C[C@H]3C	G - GENITO URINARY SYSTEM AND SEX HORMONES
voglibose	CIDs00444020	Phase 3	unapproved	OCC(CO)N[C@H]1C[C@](O)(CO)[C@@H](O)[C@H](O)[C@H]1O	A - ALIMENTARY TRACT AND METABOLISM
loteprednol etabonate	CIDs00444025	Phase 4	approved	CCOC(=O)O[C@]1(C(=O)OCCl)CC[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]21C	S - SENSORY ORGANS
darifenacin	CIDs00444030	Phase 4	approved	NC(=O)C(c1ccccc1)(c1ccccc1)[C@@H]1CCN(CCc2ccc3c(c2)CCO3)C1	G - GENITO URINARY SYSTEM AND SEX HORMONES
fluticasone propionate	CIDs00444036	Phase 4	approved	CCC(=O)O[C@]1(C(=O)SCF)[C@H](C)C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C	D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM | R - RESPIRATORY SYSTEM
S)-amisulpride	CIDs00444254	Phase 4	approved	C[C@H]1O[C@H](O[C@@H]2[C@@H](CO)O[C@H](O[C@@H]3[C@@H](CO)O[C@@H](O)[C@H](O)[C@H]3O)[C@H](O)[C@H]2O)[C@H](O)[C@@H](O)[C@@H]1N[C@H]1C=C(CO)[C@@H](O)[C@H](O)[C@H]1O	A - ALIMENTARY TRACT AND METABOLISM
5-methyltetrahydrofolate	CIDs00444412	Phase 4	approved	CN1c2c([nH]c(N)nc2=O)NC[C@@H]1CNc1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1	
forodesine	CIDs00444499	Phase 2	unapproved	O=c1[nH]cnc2c([C@@H]3N[C@H](CO)[C@@H](O)[C@H]3O)c[nH]c12	
trichostatin A	CIDs00444732	Phase 1	unapproved	CC(/C=C/C(=O)NO)=C\[C@@H](C)C(=O)c1ccc(N(C)C)cc1	
S-glucuronide	CIDs00444791	Phase 4	approved	O=C([O-])[C@H]1O[C@H](O)[C@H](O)[C@@H](O)[C@@H]1O.[Na+]	
fumarate	CIDs00444972	Phase 4	approved	O=C(O)/C=C/C(=O)O	D - DERMATOLOGICALS
resveratrol	CIDs00445154	Phase 3	unapproved	Oc1ccc(/C=C/c2cc(O)cc(O)c2)cc1	
vitamin A	CIDs00445354	Phase 4	approved	CC1=C(/C=C/C(C)=C/C=C/C(C)=C/CO)C(C)(C)CCC1	D - DERMATOLOGICALS | S - SENSORY ORGANS | A - ALIMENTARY TRACT AND METABOLISM | R - RESPIRATORY SYSTEM
docosahexaenoic acid	CIDs00445580	Phase 3	unapproved	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O	
oleic acid	CIDs00445639	Phase 2	unapproved	CCCCCCCC/C=C\CCCCCCCC(=O)O	
tacrolimus	CIDs00445643	Phase 4	approved	C=CC[C@@H]1/C=C(\C)C[C@H](C)C[C@H](OC)[C@H]2O[C@@](O)(C(=O)C(=O)N3CCCC[C@H]3C(=O)O[C@H](/C(C)=C/[C@@H]3CC[C@@H](O)[C@H](OC)C3)[C@H](C)[C@@H](O)CC1=O)[C@H](C)C[C@@H]2OC	
Statins	CIDs00446156	Phase 4	approved	COCc1c(C(C)C)nc(C(C)C)c(/C=C/[C@@H](O)C[C@@H](O)CC(=O)O)c1-c1ccc(F)cc1	C - CARDIOVASCULAR SYSTEM
rosuvastatin	CIDs00446157	Phase 4	approved	CC(C)c1nc(N(C)S(C)(=O)=O)nc(-c2ccc(F)cc2)c1/C=C/[C@@H](O)C[C@@H](O)CC(=O)O	C - CARDIOVASCULAR SYSTEM
cocaine	CIDs00446220	Phase 4	approved	COC(=O)[C@H]1[C@@H](OC(=O)c2ccccc2)C[C@@H]2CC[C@H]1N2C	N - NERVOUS SYSTEM | S - SENSORY ORGANS | S - SENSORY ORGANS | R - RESPIRATORY SYSTEM
eicosapentanoic acid	CIDs00446284	Phase 3	unapproved	CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O	
mupirocin	CIDs00446596	Phase 4	approved	C/C(=C\C(=O)OCCCCCCCCC(=O)O)C[C@@H]1OC[C@H](C[C@@H]2O[C@H]2[C@@H](C)[C@H](C)O)[C@@H](O)[C@H]1O	D - DERMATOLOGICALS | R - RESPIRATORY SYSTEM
clindamycin	CIDs00446598	Phase 4	approved	CCC[C@@H]1C[C@@H](C(=O)N[C@H]([C@H](C)Cl)[C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)N(C)C1	G - GENITO URINARY SYSTEM AND SEX HORMONES | D - DERMATOLOGICALS | D - DERMATOLOGICALS | J - ANTIINFECTIVES FOR SYSTEMIC USE
BVDU	CIDs00446727	Phase 2	unapproved	O=c1[nH]c(=O)n([C@H]2C[C@H](O)[C@@H](CO)O2)cc1/C=C/Br	J - ANTIINFECTIVES FOR SYSTEMIC USE
lycopene	CIDs00446925	Phase 3	unapproved	CC(C)=CCC/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C=C(\C)CCC=C(C)C	
azithromycin	CIDs00447043	Phase 4	approved	CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@]1(C)O	J - ANTIINFECTIVES FOR SYSTEMIC USE | S - SENSORY ORGANS
alpha-D-mannose-6-phosphate	CIDs00447096	Phase 2	unapproved	O=P(O)(O)OC[C@H]1O[C@H](O)[C@@H](O)[C@@H](O)[C@@H]1O	
DADMeimmucillin-H	CIDs00447268	Phase 2	unapproved	O=c1[nH]cnc2c(CN3C[C@H](O)[C@@H](CO)C3)c[nH]c12	
isofagomine	CIDs00447607	Phase 2	unapproved	OC[C@H]1CNC[C@@H](O)[C@@H]1O	
6-ECDCA	CIDs00447715	Phase 4	approved	CC[C@@H]1[C@@H]2C[C@H](O)CC[C@]2(C)[C@H]2CC[C@@]3(C)[C@@H](CC[C@@H]3[C@H](C)CCC(=O)O)[C@@H]2[C@@H]1O	A - ALIMENTARY TRACT AND METABOLISM
epothilone D	CIDs00447865	Phase 2	unapproved	C/C1=C/C[C@@H](/C(C)=C/c2csc(C)n2)OC(=O)C[C@H](O)C(C)(C)C(=O)[C@H](C)[C@@H](O)[C@@H](C)CCC1	
patupilone	CIDs00448013	Phase 3	unapproved	C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)O1	
MLN-4760	CIDs00448281	Phase 1	unapproved	CC(C)C[C@H](N[C@@H](Cc1cncn1Cc1cc(Cl)cc(Cl)c1)C(=O)O)C(=O)O	
estrogen	CIDs00448537	Phase 4	approved	CC/C(=C(/CC)c1ccc(O)cc1)c1ccc(O)cc1	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES | L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
BMS-214662 mesylate	CIDs00448545	Phase 1	unapproved	N#Cc1ccc2c(c1)CN(S(=O)(=O)c1cccs1)[C@H](Cc1ccccc1)CN2Cc1c[nH]cn1	
eptifibatide	CIDs00448812	Phase 4	approved	N=C(N)NCCCC[C@@H]1NC(=O)CCSSC[C@@H](C(N)=O)NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2c[nH]c3ccccc23)NC(=O)[C@H](CC(=O)O)NC(=O)CNC1=O	B - BLOOD AND BLOOD FORMING ORGANS
roflumilast	CIDs00449193	Phase 4	approved	O=C(Nc1c(Cl)cncc1Cl)c1ccc(OC(F)F)c(OCC2CC2)c1	R - RESPIRATORY SYSTEM
4-hydroxytamoxifen	CIDs00449459	Phase 3	unapproved	CC/C(=C(\c1ccc(O)cc1)c1ccc(OCCN(C)C)cc1)c1ccccc1	
pantethine	CIDs00452306	Phase 3	unapproved	CC(C)(CO)[C@@H](O)C(=O)NCCC(=O)NCCSSCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)CO	A - ALIMENTARY TRACT AND METABOLISM
Q-4344	CIDs00454194	Phase 2	unapproved	Nc1ccn([C@@H]2CO[C@H](CO)O2)c(=O)n1	
pretomanid	CIDs00456199	Phase 4	approved	O=[N+]([O-])c1cn2c(n1)OC[C@@H](OCc1ccc(OC(F)(F)F)cc1)C2	J - ANTIINFECTIVES FOR SYSTEMIC USE
bevirimat	CIDs00457928	Phase 2	unapproved	C=C(C)[C@@H]1CC[C@]2(C(=O)O)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](OC(=O)CC(C)(C)C(=O)O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12	
tenofovir	CIDs00464205	Phase 3	unapproved	C[C@H](Cn1cnc2c(N)ncnc21)OCP(=O)(O)O	
prinomastat	CIDs00466151	Phase 3	unapproved	CC1(C)SCCN(S(=O)(=O)c2ccc(Oc3ccncc3)cc2)[C@H]1C(=O)NO	
ravuconazole	CIDs00467825	Phase 1	unapproved	C[C@@H](c1nc(-c2ccc(C#N)cc2)cs1)[C@](O)(Cn1cncn1)c1ccc(F)cc1F	
posaconazole	CIDs00468595	Phase 4	approved	CC[C@@H]([C@H](C)O)n1ncn(-c2ccc(N3CCN(c4ccc(OC[C@@H]5CO[C@@](Cn6cncn6)(c6ccc(F)cc6F)C5)cc4)CC3)cc2)c1=O	J - ANTIINFECTIVES FOR SYSTEMIC USE
terameprocol	CIDs00476861	Phase 1	unapproved	COc1ccc(C[C@H](C)[C@H](C)Cc2ccc(OC)c(OC)c2)cc1OC	
micafungin	CIDs00477468	Phase 4	approved	CCCCCOc1ccc(-c2cc(-c3ccc(C(=O)N[C@H]4C[C@@H](O)[C@@H](O)NC(=O)[C@@H]5[C@@H](O)[C@@H](C)CN5C(=O)[C@H]([C@H](O)CC(N)=O)NC(=O)[C@H]([C@H](O)[C@@H](O)c5ccc(O)c(OS(=O)(=O)O)c5)NC(=O)[C@@H]5C[C@@H](O)CN5C(=O)[C@H]([C@@H](C)O)NC4=O)cc3)no2)cc1	J - ANTIINFECTIVES FOR SYSTEMIC USE
riboflavin	CIDs00493570	Phase 4	approved	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)CO)c2cc1C	A - ALIMENTARY TRACT AND METABOLISM | S - SENSORY ORGANS
lisophylline	CIDs00501254	Phase 2	unapproved	C[C@@H](O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O	
tolfenamic acid	CIDs00610479	Phase 4	approved	Cc1c(Cl)cccc1Nc1ccccc1C(=O)O	M - MUSCULO-SKELETAL SYSTEM
fondaparinux	CIDs00636380	Phase 4	approved	CO[C@H]1O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]2O[C@@H](C(=O)O)[C@@H](O[C@H]3O[C@H](COS(=O)(=O)O)[C@@H](O[C@@H]4O[C@H](C(=O)O)[C@@H](O[C@H]5O[C@H](COS(=O)(=O)O)[C@@H](O)[C@H](O)[C@H]5NS(=O)(=O)O)[C@H](O)[C@H]4O)[C@H](OS(=O)(=O)O)[C@H]3NS(=O)(=O)O)[C@H](O)[C@H]2OS(=O)(=O)O)[C@H](O)[C@H]1NS(=O)(=O)O	B - BLOOD AND BLOOD FORMING ORGANS
Bio-Plex	CIDs00636402	Phase 4	approved	CC1(C)[C@@H](OC(=O)CCC(=O)O)CC[C@@]2(C)[C@H]1CC[C@]1(C)[C@@H]2C(=O)C=C2[C@@H]3C[C@@](C)(C(=O)O)CC[C@]3(C)CC[C@]21C	A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM | A - ALIMENTARY TRACT AND METABOLISM
dimethyl fumarate	CIDs00637568	Phase 4	approved	COC(=O)/C=C/C(=O)OC	L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS
piperine	CIDs00638024	Phase 2	unapproved	O=C(/C=C/C=C/c1ccc2c(c1)OCO2)N1CCCCC1	
trans-delta 8-tetrahydrocannabinol	CIDs00638026	Phase 2	unapproved	CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CC=C(C)C[C@@H]21	
thyrotrophin-releasing hormone	CIDs00638678	Phase 4	approved	NC(=O)[C@@H]1CCCN1C(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1	V - VARIOUS
follicle-stimulating hormone-releasing factor	CIDs00638792	Phase 4	approved	CC(C)C[C@H](NC(=O)CNC(=O)[C@H](Cc1ccc(O)cc1)NC(=O)[C@H](CO)NC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@H](Cc1cnc[nH]1)NC(=O)[C@@H]1CCC(=O)N1)C(=O)N[C@@H](CCCNC(=N)N)C(=O)N1CCC[C@H]1C(=O)NCC(N)=O	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | V - VARIOUS
xanthohumol	CIDs00639665	Phase 2	unapproved	COc1cc(O)c(CC=C(C)C)c(O)c1C(=O)/C=C/c1ccc(O)cc1	
flavin mononucleotide	CIDs00643976	Phase 4	approved	Cc1cc2nc3c(=O)[nH]c(=O)nc-3n(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)c2cc1C	
cannabidiol (CBD	CIDs00644019	Phase 4	approved	C=C(C)[C@@H]1CCC(C)=C[C@H]1c1c(O)cc(CCCCC)cc1O	N - NERVOUS SYSTEM
Arg8-vasopressin	CIDs00644077	Phase 4	approved	N=C(N)NCCC[C@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSC[C@H](N)C(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O	
2-acetamido-2-deoxy-beta-D-glucopyranoside	CIDs00644170	Phase 2	unapproved	CC(=O)N[C@@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O	
mezlocillin	CIDs00656511	Phase 4	approved	CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](NC(=O)N3CCN(S(C)(=O)=O)C3=O)c3ccccc3)C(=O)N2[C@H]1C(=O)O	J - ANTIINFECTIVES FOR SYSTEMIC USE
trilostane	CIDs00656583	Phase 4	approved	C[C@]12CC[C@H]3[C@@H](CC[C@@]45O[C@@H]4C(O)=C(C#N)C[C@]35C)[C@@H]1CC[C@@H]2O	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
tropisetron	CIDs00656664	Phase 4	approved	CN1[C@H]2CC[C@@H]1C[C@H](OC(=O)c1c[nH]c3ccccc13)C2	A - ALIMENTARY TRACT AND METABOLISM
anisotropine methylbromide	CIDs00657201	Phase 4	approved	CCCC(CCC)C(=O)O[C@@H]1C[C@@H]2CC[C@H](C1)[N+]2(C)C	
propylthiouracil (PTU	CIDs00657298	Phase 4	approved	CCCc1cc(=O)[nH]c(=S)[nH]1	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
ipratropium bromide	CIDs00657308	Phase 4	approved	CC(C)[N+]1(C)[C@H]2CC[C@@H]1C[C@H](OC(=O)C(CO)c1ccccc1)C2	
chlorprothixene	CIDs00667467	Phase 4	approved	CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21	N - NERVOUS SYSTEM
dienestrol	CIDs00667476	Phase 4	approved	C/C=C(C(=C/C)/c1ccc(O)cc1)\c1ccc(O)cc1	G - GENITO URINARY SYSTEM AND SEX HORMONES | G - GENITO URINARY SYSTEM AND SEX HORMONES
R-etodolac	CIDs00667528	Phase 2	unapproved	CCc1cccc2c3c([nH]c12)[C@@](CC)(CC(=O)O)OCC3	
dexketoprofen	CIDs00667550	Phase 4	approved	C[C@H](C(=O)O)c1cccc(C(=O)c2ccccc2)c1	M - MUSCULO-SKELETAL SYSTEM | M - MUSCULO-SKELETAL SYSTEM
levosulpiride	CIDs00688272	Phase 2	unapproved	CCN1CCC[C@H]1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC	N - NERVOUS SYSTEM
caffeic acid	CIDs00689043	Phase 3	unapproved	O=C(O)/C=C/c1ccc(O)c(O)c1	
pyrantel	CIDs00708857	Phase 4	approved	CN1CCCN=C1/C=C/c1cccs1	P - ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS
cotinine	CIDs00854019	Phase 2	unapproved	CN1C(=O)CC[C@H]1c1cccnc1	
AC1LH2S9	CIDs00855908	Phase 2	unapproved	Nc1sc2c(c1C(=O)c1ccc(Cl)cc1)CCCC2	
flunarizine	CIDs00941361	Phase 4	approved	Fc1ccc(C(c2ccc(F)cc2)N2CCN(C/C=C/c3ccccc3)CC2)cc1	N - NERVOUS SYSTEM
thiothixene	CIDs00941651	Phase 4	approved	CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1	N - NERVOUS SYSTEM
eszopiclone	CIDs00969472	Phase 4	approved	CN1CCN(C(=O)O[C@H]2c3nccnc3C(=O)N2c2ccc(Cl)cn2)CC1	N - NERVOUS SYSTEM
benztropine	CIDs01201549	Phase 4	approved	CN1[C@H]2CC[C@@H]1C[C@H](OC(c1ccccc1)c1ccccc1)C2	N - NERVOUS SYSTEM
methimazole	CIDs01349907	Phase 4	approved	Cn1cc[nH]c1=S	H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS | H - SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS
3'-carbamoyl-biphenyl-3-yl-cyclohexylcarbamate	CIDs01383884	Phase 1	unapproved	NC(=O)c1cccc(-c2cccc(OC(=O)NC3CCCCC3)c2)c1	
cinnarizine	CIDs01547484	Phase 4	approved	C(=C/c1ccccc1)\CN1CCN(C(c2ccccc2)c2ccccc2)CC1	N - NERVOUS SYSTEM | N - NERVOUS SYSTEM
sulindac	CIDs01548886	Phase 4	approved	CC1=C(CC(=O)O)c2cc(F)ccc2/C1=C\c1ccc([S+](C)[O-])cc1	M - MUSCULO-SKELETAL SYSTEM
capsaicin	CIDs01548943	Phase 4	approved	COc1cc(CNC(=O)CCCC/C=C/C(C)C)ccc1O	N - NERVOUS SYSTEM | M - MUSCULO-SKELETAL SYSTEM
clomiphene	CIDs01548952	Phase 3	unapproved	CCN(CC)CCOc1ccc(/C(=C(/Cl)c2ccccc2)c2ccccc2)cc1	
levocetirizine	CIDs01548999	Phase 4	approved	O=C(O)COCCN1CCN([C@H](c2ccccc2)c2ccc(Cl)cc2)CC1	R - RESPIRATORY SYSTEM
terbinafine	CIDs01549007	Phase 4	approved	CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12	D - DERMATOLOGICALS | D - DERMATOLOGICALS
